name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
Jah Rune	1	100	65	0	65			28	1		0	1	117740		r31	r31	r31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Cham Rune	1	100	67	0	67			29	1		0	1	126000		r32	r32	r32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Zod Rune	1	100	69	0	69			30	1		0	1	134540		r33	r33	r33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Jewel	0	100	1	0	0			8	1		0	1	1000		jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Malah's Potion	0	100	0	0	0			999	0		0	1	10000		ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Scroll of Knowledge	0	100	0	0	0			0	1		0	1	100		0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Scroll of Resistance	1	100	0	0	0			999	0		0	1	0		tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Key of Terror	0	100	0	0	0			1	0		0	1	99999		pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Key of Hate	0	100	0	0	0			1	0		0	1	99999		pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Key of Destruction	0	100	0	0	0			1	0		0	1	99999		pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Diablo's Horn	0	100	0	0	0			1	0		0	1	80		dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_diablos_horn_hd	12	item_diablos_horn_hd	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Baal's Eye	0	100	0	0	0			1	0		0	1	80		bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_baals_eye_hd	12	item_baals_eye_hd	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Mephisto's Brain	0	100	0	0	0			1	0		0	1	80		mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_mephistos_brain_hd	12	item_mephistos_brain_hd	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Token of Absolution	0	100	0	0	0			999	0		0	1	99999		toa	toa	toa	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	absol		1	
Twisted Essence of Suffering	0	100	0	0	0			1	0		0	1	10000		tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	absol		1	
Charged Essense of Hatred	0	100	0	0	0			1	0		0	1	10000		ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	absol		1	
Burning Essence of Terror	0	100	0	0	0			1	0		0	1	10000		bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	absol		1	
Festering Essence of Destruction	0	100	0	0	0			1	0		0	1	10000		fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	absol		1	
Standard of Heroes	0	100	90	0	90			4	1		0	1	2000		std	flg	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							uberm			
Western Worldstone Shard	0	100	75	0	0			14	1		0	1	20000		xa1	xa1	xa1	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_worldstone_shard_hd	12	item_worldstone_shard_hd	0	0	5	0	0	0	0	0	0	0			0	-1	15						1					1	UseTerrorTokenAct1	UseTerrorTokenAct1Controller		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	terrt		1	"(cond('IsDesecratedZonesEnabled')?cond('Difficulty',hell):0)"
Eastern Worldstone Shard	0	100	75	0	0			14	1		0	1	20000		xa2	xa2	xa2	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_worldstone_shard_hd	12	item_worldstone_shard_hd	0	0	5	0	0	0	0	0	0	0			0	-1	15						2					1	UseTerrorTokenAct2	UseTerrorTokenAct2Controller		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	terrt		1	"(cond('IsDesecratedZonesEnabled')?cond('Difficulty',hell):0)"
Southern Worldstone Shard	0	100	75	0	0			14	1		0	1	20000		xa3	xa3	xa3	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_worldstone_shard_hd	12	item_worldstone_shard_hd	0	0	5	0	0	0	0	0	0	0			0	-1	15						3					1	UseTerrorTokenAct3	UseTerrorTokenAct3Controller		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	terrt		1	"(cond('IsDesecratedZonesEnabled')?cond('Difficulty',hell):0)"
Deep Worldstone Shard	0	100	75	0	0			14	1		0	1	20000		xa4	xa4	xa4	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_worldstone_shard_hd	12	item_worldstone_shard_hd	0	0	5	0	0	0	0	0	0	0			0	-1	15						4					1	UseTerrorTokenAct4	UseTerrorTokenAct4Controller		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	terrt		1	"(cond('IsDesecratedZonesEnabled')?cond('Difficulty',hell):0)"
Northern Worldstone Shard	0	100	75	0	0			14	1		0	1	20000		xa5	xa5	xa5	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_worldstone_shard_hd	12	item_worldstone_shard_hd	0	0	5	0	0	0	0	0	0	0			0	-1	15						5					1	UseTerrorTokenAct5	UseTerrorTokenAct5Controller		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	terrt		1	"(cond('IsDesecratedZonesEnabled')?cond('Difficulty',hell):0)"
Uber Ancient Summon Material Act 1	0	100	0	0	0			5	0		0	1	20000		ua1	ua1	ua1	16	1	2	0	0	0	flpjbi	invjbi		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Uber Ancient Summon Material Act 2	0	100	0	0	0			5	0		0	1	20000		ua2	ua2	ua2	16	1	2	0	0	0	flpjbi	invjbi		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Uber Ancient Summon Material Act 3	0	100	0	0	0			5	0		0	1	20000		ua3	ua3	ua3	16	1	2	0	0	0	flpjbi	invjbi		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Uber Ancient Summon Material Act 4	0	100	0	0	0			5	0		0	1	20000		ua4	ua4	ua4	16	1	2	0	0	0	flpjbi	invjbi		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Uber Ancient Summon Material Act5	0	100	0	0	0			5	0		0	1	20000		ua5	ua5	ua5	16	1	2	0	0	0	flpjbi	invjbi		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1	uberm		1	
Uber Ancient Upgrade Material  Fire	0	100	0	0	0			5	1		0	1	20000		um1	um1	um1	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Uber Ancient Upgrade Material Poison	0	100	0	0	0			5	1		0	1	20000		um2	um2	um2	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Uber Ancient Upgrade Material  Cold	0	100	0	0	0			5	1		0	1	20000		um3	um3	um3	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Uber Ancient Upgrade Material Physical	0	100	0	0	0			5	1		0	1	20000		um4	um4	um4	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Uber Ancient Upgrade Material Lightning	0	100	0	0	0			5	1		0	1	20000		um5	um5	um5	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Uber Ancient Upgrade Material Magic	0	100	0	0	0			5	1		0	1	20000		um6	um6	um6	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Colossal Jewel	0	100	1	0	0			8	1		0	1	1000		cjw	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	cjwl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							dns			
Crafted Sunder Charm	0	100	1	0	75			12	0		0	1	600	32000	cs2	rgd	cm3	16	1	3	0	0	0	flpchm3	invsst		0	xxx			0	csch		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx										
Charm Modifiers	0	100	1	0	1			1	0		0	1	600		mfc	rld	cm1	16	1	1	0	0	0	flpchm3	invchm	invchm	0	xxx			0	chms		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Charm Blank	0	100	1	0	1			1	0		0	1	600		mfd	rld	cm1	16	1	1	0	0	0	flpchm3	invchm	invchm	0	xxx			0	chms		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Charm Level Reward	0	100	1	0	90			1	0		0	1	600		mff	rld	cm1	16	1	1	0	0	0	flpchm3	invchm	invchm	0	xxx			0	chms		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Event Gift	1	100	0	0	0			9	1		0	1	134540		gft	rbk	gft	16	2	2	0	0	0	flpbox	invbox		0	xxx			0	spot		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	EventDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Hellfire Ashes	0	100	0	0	0			1	1		0	1	325000		tds	tds	tds	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	spot		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackDescTwo				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Magic Find Potion	1	100	0	0	0			2	1		0	1	500000		mfp	mfp	mfp	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	potion_magic_find	potion_magic_find		15000	item_magicbonus	150	item_goldbonus	150			1	PotionMagicFindDesc				0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Charsi's Malus	0	100	0	0	0			1	1		0	1	575000		mls	mls	mls	16	1	2	0	0	0	flphmr	invhmr		0	xxx			0	spot		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	CharsiMalusDesc				0	0	0	non	0	1	2			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Hratli's Sprirtual Herb	0	100	0	0	0			1	1		0	1	2250000		hsm	hsm	hsm	16	1	1	0	0	0	flphrb	invhrb		0	xxx			0	spot		item_herb	12	item_herb	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	HratliHerbDesc				0	0	0	non	0					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Larzuk's Forging Hammer	0	100	0	0	0			1	1		0	1	575000		lmr	lmr	lmr	16	1	2	0	0	0	flphmr	invhmr		0	xxx			0	spot		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	LarzukHammerDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2			255					255					255	0	0	0	xxx	xxx			1	1					1	
BigDinn	0	100	0	0	0			1	1		0	1	40000		bgn	dgr	bgn	16	1	2	0	0	0	flpg33	invg33		0	xxx			0	spot		item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	BigDinnDesc				0	0	0	non	0					255					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1						
Viper of the Amulet	0	100	0	0	0			1	1		0	1	90000		voa	voa	voa	16	1	1	0	0	0	flpamu	invvip		0	xxx			0	spot		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ViperDesc				0	0	0	non	0					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1						
Diablo's Soulstone	1	0	0	0	0			999	0		0	1	0		dss	scr	dss	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	spot		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DiabloDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1			1	
White dye	1	100	0	0	0			2	1		0	1	1		dw1	ypl	dw1	16	1	1	0	0	0	flppot	invpot		1	dr1			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyewhite				dyewhite1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Black dye	1	100	0	0	0			2	1		0	1	1		db1	ypl	db1	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyeblack				dyeblack1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Crystal Blue dye	1	100	0	0	0			2	1		0	1	1		dc1	ypl	dc1	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyecblue				dyecblue1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Crystal Red dye	1	100	0	0	0			2	1		0	1	1		dc2	ypl	dc2	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyecred				dyecred1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Light Green dye	1	100	0	0	0			2	1		0	1	1		dl3	ypl	dl3	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyelightgreen				dyelightgreen1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Dark Yellow dye	1	100	0	0	0			2	1		0	1	1		dd4	ypl	dd4	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyedarkyellow				dyedarkyellow1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Light Purple dye	1	100	0	0	0			2	1		0	1	1		dl6	ypl	dl6	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyelightpurple				dyelightpurple1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Dark Purple dye	1	100	0	0	0			2	1		0	1	1		dd6	ypl	dd6	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyedarkpurple				dyedarkpurple1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
Orange dye	1	100	0	0	0			2	1		0	1	1		do1	ypl	do1	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6	dyeorange				dyeorange1						1	Dyedesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1					1	
White dye remover	1	100	0	0	0			2	1		0	1	1		1dr	ypl	1dr	16	1	1	0	0	0	flppot	invpot		0	xxx			1	wpot		item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	6											1	Dyerdesc			5	0	0	0	non	0					255					255					255					255					255					255					255	1	2			255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1						
Griswold's Heirloom	0	100	0	0	0			4	1		0	1	200000		gwh	amu	gwh	16	1	1	0	0	0	flpamu	invamu		0	xxx			0	spot		item_amulet	12	item_amulet	1	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackDescTwo				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Divine Standard	0	100	0	0	0			4	1		0	1	200000		dsd	flg	dsd	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	spot		item_rare	12	item_rare	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DivineDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Flask of Etheric Light	0	100	0	0	0			1	1		0	1	200000		fel	scr	fel	16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	8											1	FlaskDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Brick	0	100	0	0	0			1	1		0	1	125000		brk	fng	brk	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	spot		item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	BrickDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
Splash Charm	0	100	1	0	0			12	0		0	1	600		mfg			16	1	1	0	0	0	flpchm3	invchm	invchm	0	xxx			0	chms		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Infernal Mawstone	0	100	0	0	0			4	1		0	1	50000		rrr	flg	rrr	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	spot		item_rare	12	item_rare	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	rrrDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx									1	
